,User_Id,Place_Id,Place_Ratings
567,19,84,2.0
568,19,400,2.0
569,19,195,4.0
570,19,34,5.0
571,19,295,3.0
572,19,247,3.0
573,19,344,2.0
574,19,203,2.0
575,19,56,3.0
576,19,9,3.0
577,19,38,5.0
578,19,165,4.0
579,19,212,3.0
580,19,170,5.0
581,19,331,3.0
582,19,124,4.0
583,19,38,5.0
584,19,432,4.0
585,19,252,5.0
586,19,317,3.0
587,19,127,5.0
588,19,210,5.0
589,19,333,4.0
590,19,426,5.0
591,19,151,3.0
592,19,15,4.0
593,19,430,4.0
594,19,393,3.0
595,19,382,4.0
596,19,192,5.0
597,19,197,5.0
598,19,192,3.0
599,19,346,4.0
600,19,213,2.0
601,20,81,3.0
602,20,9,2.0
603,20,142,2.0
604,20,374,3.0
605,20,227,5.0
606,20,202,5.0
607,20,429,3.0
608,20,136,3.0
609,20,278,3.0
610,20,90,2.0
611,20,21,3.0
612,20,192,2.0
613,20,335,4.0
614,20,108,4.0
615,20,67,4.0
616,20,404,2.0
617,20,83,3.0
618,20,302,5.0
619,20,425,4.0
620,20,22,3.0
621,20,360,2.0
622,20,327,5.0
623,20,425,3.0
624,20,163,2.0
625,20,239,4.0
626,20,375,5.0
627,20,159,4.0
628,20,145,2.0
629,20,349,2.0
630,20,346,3.0
631,20,46,3.0
632,20,84,3.0
633,20,99,2.0
634,20,344,2.0
635,21,413,5.0
636,21,411,4.0
637,21,147,3.0
638,21,121,2.0
639,21,373,5.0
640,21,233,4.0
641,21,64,3.0
642,21,101,4.0
643,21,102,2.0
644,21,241,4.0
645,21,362,2.0
646,21,427,4.0
647,21,209,3.0
648,21,177,4.0
649,21,88,5.0
650,21,74,3.0
651,21,113,3.0
652,21,44,2.0
653,21,323,2.0
654,21,296,2.0
655,21,412,5.0
656,21,45,2.0
657,22,179,4.0
658,22,137,2.0
659,22,54,4.0
660,22,420,5.0
661,22,139,5.0
662,22,315,3.0
663,22,78,2.0
664,22,62,4.0
665,22,244,2.0
666,22,103,5.0
667,22,17,3.0
668,22,24,5.0
669,22,77,3.0
670,22,84,2.0
671,22,68,2.0
672,22,135,3.0
673,22,169,3.0
674,22,435,2.0
675,22,348,4.0
676,22,18,5.0
677,22,197,2.0
678,22,113,2.0
679,22,124,3.0
680,22,274,3.0
681,22,322,4.0
682,22,176,3.0
683,22,366,2.0
684,22,37,5.0
685,22,242,4.0
686,23,209,4.0
687,23,434,2.0
688,23,156,4.0
689,23,97,5.0
690,23,152,3.0
691,23,147,5.0
692,23,398,4.0
693,23,336,2.0
694,23,18,4.0
695,23,223,3.0
696,23,142,4.0
697,23,151,2.0
698,23,348,5.0
699,23,432,2.0
700,23,29,2.0
701,23,60,4.0
702,23,112,5.0
703,23,60,3.0
704,23,85,4.0
705,23,49,3.0
706,23,165,4.0
707,23,190,3.0
708,23,281,5.0
709,23,177,4.0
710,23,339,3.0
711,23,260,4.0
712,23,212,4.0
713,23,240,4.0
714,23,307,4.0
715,23,202,3.0
716,23,384,4.0
717,23,6,2.0
718,24,148,3.0
719,24,96,2.0
720,24,192,4.0
721,24,319,5.0
722,24,344,3.0
723,24,200,2.0
724,24,163,2.0
725,24,161,4.0
726,24,24,2.0
727,24,29,3.0
728,24,33,2.0
729,24,66,3.0
730,24,113,2.0
731,24,327,2.0
732,24,372,4.0
733,24,378,3.0
734,24,219,4.0
735,24,98,4.0
736,24,427,5.0
737,24,264,2.0
738,24,91,5.0
739,24,338,2.0
740,24,311,5.0
741,24,191,5.0
742,25,53,2.0
743,25,392,4.0
744,25,299,3.0
745,25,386,3.0
746,25,377,4.0
747,25,116,3.0
748,25,337,5.0
749,25,253,4.0
750,25,326,3.0
751,25,14,5.0
752,25,328,4.0
753,25,416,5.0
754,25,190,3.0
755,25,371,4.0
756,25,423,3.0
757,25,52,3.0
758,25,94,4.0
759,25,250,5.0
760,25,352,2.0
761,25,183,3.0
762,25,368,3.0
763,25,336,3.0
764,25,406,5.0
765,25,85,2.0
766,25,172,4.0
767,25,268,3.0
768,25,89,3.0
769,25,206,3.0
770,25,60,2.0
771,25,272,4.0
772,25,286,4.0
773,25,88,5.0
774,25,33,4.0
775,26,15,2.0
776,26,36,5.0
777,26,250,4.0
778,26,369,3.0
779,26,137,3.0
780,26,319,5.0
781,26,297,3.0
782,26,251,5.0
783,26,162,2.0
784,26,406,5.0
785,26,260,5.0
786,26,246,3.0
787,26,280,3.0
788,26,356,3.0
789,26,167,5.0
790,26,4,3.0
791,26,14,5.0
792,26,422,3.0
793,26,93,3.0
794,26,211,2.0
795,26,83,5.0
796,26,148,5.0
797,26,15,2.0
798,26,239,3.0
799,26,49,3.0
800,26,421,5.0
801,26,300,4.0
802,26,323,5.0
803,26,203,3.0
804,26,275,5.0
805,26,208,4.0
806,26,53,5.0
807,26,160,4.0
808,26,125,5.0
809,26,173,4.0
810,27,308,4.0
811,27,185,3.0
812,27,393,3.0
813,27,103,5.0
814,27,181,5.0
815,27,78,3.0
816,27,121,3.0
817,27,316,4.0
818,27,283,2.0
819,27,374,4.0
820,27,369,4.0
821,27,311,3.0
822,27,48,3.0
823,27,225,5.0
824,27,123,5.0
825,27,81,2.0
826,27,174,2.0
827,27,116,5.0
828,27,338,3.0
829,27,221,2.0
830,27,295,3.0
831,27,96,2.0
832,27,408,2.0
833,27,389,5.0
834,27,390,4.0
835,27,92,3.0
836,27,212,5.0
837,27,263,2.0
838,27,95,2.0
839,27,75,5.0
840,27,221,4.0
841,27,302,3.0
842,27,333,2.0
843,27,95,4.0
844,27,158,3.0
845,27,182,3.0
846,27,70,4.0
847,27,46,3.0
848,27,183,3.0
849,28,297,5.0
850,28,158,2.0
851,28,344,4.0
852,28,163,5.0
853,28,399,5.0
854,28,336,3.0
855,28,74,4.0
856,28,96,4.0
857,28,358,4.0
858,28,382,4.0
859,28,28,2.0
860,28,416,4.0
861,28,143,5.0
862,28,353,5.0
863,28,212,3.0
864,28,288,2.0
865,28,401,4.0
866,28,165,2.0
867,28,82,2.0
868,28,417,4.0
869,28,83,5.0
870,28,359,3.0
871,28,131,5.0
872,28,283,5.0
873,28,92,5.0
874,28,16,4.0
875,28,190,4.0
876,28,60,4.0
877,28,286,5.0
878,28,364,3.0
879,28,215,5.0
880,28,90,3.0
881,28,110,5.0
882,28,357,3.0
883,28,269,4.0
884,28,398,2.0
885,28,168,4.0
886,28,201,2.0
887,28,228,4.0
888,28,312,5.0
889,28,397,5.0
890,29,144,5.0
891,29,168,3.0
892,29,114,2.0
893,29,202,3.0
894,29,322,5.0
895,29,38,4.0
896,29,40,5.0
897,29,267,5.0
898,29,328,5.0
899,29,174,3.0
900,29,41,4.0
901,29,28,2.0
902,29,68,5.0
903,29,32,3.0
904,29,291,2.0
905,29,95,3.0
906,29,402,5.0
907,29,213,3.0
908,29,193,2.0
909,29,397,4.0
910,29,298,2.0
911,29,246,3.0
912,29,386,4.0
913,29,41,3.0
914,29,19,3.0
915,29,124,2.0
916,29,104,3.0
917,29,300,4.0
918,29,342,5.0
919,29,429,3.0
920,29,62,3.0
921,29,123,3.0
922,29,266,2.0
923,29,418,4.0
924,30,272,2.0
925,30,434,3.0
926,30,323,3.0
927,30,294,2.0
928,30,164,4.0
929,30,373,2.0
930,30,200,5.0
931,30,2,2.0
932,30,431,4.0
933,30,207,2.0
934,30,317,3.0
935,30,196,5.0
936,30,71,4.0
937,30,373,3.0
938,30,45,3.0
939,30,120,2.0
940,30,83,2.0
941,30,76,2.0
942,30,216,4.0
943,30,400,4.0
944,30,219,2.0
945,30,172,2.0
946,30,323,4.0
947,30,269,3.0
948,30,313,5.0
949,30,157,5.0
950,30,263,2.0
951,30,282,5.0
952,30,237,2.0
953,30,346,3.0
954,30,236,5.0
955,30,377,5.0
956,30,277,2.0
957,30,118,5.0
958,30,226,4.0
959,31,200,5.0
960,31,385,4.0
961,31,378,4.0
962,31,84,5.0
963,31,37,2.0
964,31,291,2.0
965,31,231,5.0
966,31,43,3.0
967,31,177,5.0
968,31,101,2.0
969,31,324,2.0
970,31,328,3.0
971,31,105,3.0
972,31,329,3.0
973,31,107,5.0
974,31,86,3.0
975,31,94,4.0
976,31,251,2.0
977,31,345,2.0
978,31,110,2.0
979,31,300,5.0
980,31,374,5.0
981,31,6,2.0
982,31,191,2.0
983,31,130,2.0
984,31,39,3.0
985,31,238,4.0
986,31,322,2.0
987,31,102,3.0
988,31,409,2.0
989,31,126,5.0
990,31,187,3.0
991,31,244,4.0
992,31,215,3.0
993,31,327,2.0
994,31,229,2.0
995,31,273,5.0
996,31,142,3.0
997,31,397,4.0
998,31,402,2.0
999,31,267,4.0
1000,32,246,4.0
1001,32,367,3.0
1002,32,407,3.0
1003,32,297,3.0
1004,32,418,2.0
1005,32,322,3.0
1006,32,298,5.0
1007,32,77,2.0
1008,32,433,3.0
1009,32,236,3.0
1010,32,362,5.0
1011,32,200,4.0
1012,32,62,3.0
1013,32,279,4.0
1014,32,54,2.0
1015,32,312,5.0
1016,32,359,3.0
1017,32,166,2.0
1018,32,282,5.0
1019,32,76,3.0
1020,32,374,4.0
1021,32,147,2.0
1022,32,402,5.0
1023,32,256,3.0
1024,32,62,3.0
1025,32,122,4.0
1026,32,323,4.0
1027,32,336,5.0
1028,32,328,3.0
1029,32,357,2.0
1030,32,79,3.0
1031,32,141,2.0
1032,32,344,3.0
1033,32,241,4.0
1034,33,129,2.0
1035,33,134,4.0
1036,33,150,5.0
1037,33,145,3.0
1038,33,388,2.0
1039,33,337,4.0
1040,33,78,4.0
1041,33,416,3.0
1042,33,39,5.0
1043,33,275,4.0
1044,33,38,2.0
1045,33,84,2.0
1046,33,303,3.0
1047,33,74,5.0
1048,33,268,3.0
1049,33,264,2.0
1050,33,369,3.0
1051,33,416,5.0
1052,33,122,2.0
1053,33,384,2.0
1054,33,113,3.0
1055,33,213,2.0
1056,33,265,4.0
1057,33,416,5.0
1058,33,429,2.0
1059,33,136,5.0
1060,33,8,4.0
1061,33,75,2.0
1062,33,324,3.0
1063,33,236,5.0
1064,33,34,3.0
1065,33,36,2.0
1066,33,435,4.0
1067,33,23,3.0
1068,33,296,2.0
1069,33,134,5.0
1070,33,61,4.0
1071,33,304,3.0
1072,33,224,2.0
1073,34,16,5.0
1074,34,341,3.0
1075,34,341,3.0
1076,34,247,4.0
1077,34,183,3.0
1078,34,230,4.0
1079,34,103,3.0
1080,34,174,2.0
1081,34,423,3.0
1082,34,266,3.0
1083,34,190,4.0
1084,34,342,4.0
1085,34,303,3.0
1086,34,204,4.0
1087,34,281,3.0
1088,34,230,4.0
1089,34,120,2.0
1090,34,261,3.0
1091,34,197,3.0
1092,34,190,3.0
1093,34,24,4.0
1094,34,46,5.0
1095,34,176,4.0
1096,34,433,4.0
1097,34,16,5.0
1098,35,380,5.0
1099,35,60,3.0
1100,35,301,4.0
1101,35,126,3.0
1102,35,316,2.0
1103,35,39,2.0
1104,35,426,2.0
1105,35,188,3.0
1106,35,330,3.0
1107,35,318,2.0
1108,35,158,2.0
1109,35,402,5.0
1110,35,328,4.0
1111,35,344,4.0
1112,35,279,5.0
1113,35,395,2.0
1114,35,304,2.0
1115,35,336,2.0
1116,35,5,4.0
1117,35,113,3.0
1118,35,241,2.0
1119,35,82,5.0
1120,35,308,4.0
1121,35,136,3.0
1122,35,330,4.0
1123,35,343,2.0
1124,35,319,4.0
1125,35,185,2.0
1126,35,188,2.0
1127,35,372,4.0
1128,35,254,5.0
1129,36,128,4.0
1130,36,379,4.0
1131,36,162,3.0
1132,36,43,4.0
1133,36,117,5.0
1134,36,315,3.0
1135,36,216,2.0
1136,36,32,5.0
1137,36,250,2.0
1138,36,95,2.0
1139,36,68,2.0
1140,36,4,2.0
1141,36,214,5.0
1142,36,385,2.0
1143,36,133,3.0
1144,36,23,5.0
1145,36,1,4.0
1146,36,181,3.0
1147,36,138,4.0
1148,36,136,3.0
1149,36,172,5.0
1150,36,414,4.0
1151,36,274,4.0
1152,36,278,3.0
1153,36,209,2.0
1154,36,139,4.0
1155,36,242,3.0
1156,36,216,3.0
1157,36,24,3.0
1158,36,354,3.0
1159,36,230,5.0
1160,36,318,3.0
1161,36,39,2.0
1162,37,316,2.0
1163,37,312,2.0
1164,37,371,2.0
1165,37,378,2.0
1166,37,43,5.0
1167,37,34,4.0
1168,37,433,4.0
1169,37,52,2.0
1170,37,93,5.0
1171,37,213,4.0
1172,37,366,2.0
1173,37,300,5.0
1174,37,311,2.0
1175,37,167,5.0
1176,37,260,3.0
1177,37,326,3.0
1178,37,396,3.0
1179,37,367,3.0
1180,37,267,4.0
1181,37,63,5.0
1182,37,103,3.0
1183,37,287,5.0
1184,37,132,3.0
1185,37,256,2.0
1186,37,413,3.0
1187,37,60,5.0
1188,37,385,4.0
1189,37,324,4.0
1190,37,344,5.0
1191,37,404,3.0
1192,37,330,3.0
1193,38,173,2.0
1194,38,385,2.0
1195,38,40,2.0
1196,38,274,2.0
1197,38,364,3.0
1198,38,17,3.0
1199,38,41,2.0
1200,38,4,4.0
1201,38,265,4.0
1202,38,155,3.0
1203,38,1,2.0
1204,38,132,5.0
1205,38,285,2.0
1206,38,208,5.0
1207,38,224,5.0
1208,38,290,2.0
1209,38,215,5.0
1210,38,312,4.0
1211,38,411,5.0
1212,38,236,2.0
1213,38,401,5.0
1214,38,40,5.0
1215,38,118,4.0
1216,38,86,4.0
1217,38,58,2.0
1218,38,202,3.0
1219,38,354,5.0
1220,38,237,4.0
1221,38,326,5.0
1222,38,53,5.0
1223,38,349,4.0
1224,38,117,5.0
1225,38,225,3.0
1226,38,298,3.0
1227,38,195,4.0
1228,38,269,3.0
1229,38,365,5.0
1230,38,227,3.0
1231,38,264,3.0
1232,38,69,5.0
1233,39,167,3.0
1234,39,366,4.0
1235,39,93,4.0
1236,39,241,4.0
1237,39,85,5.0
1238,39,98,4.0
1239,39,55,4.0
1240,39,260,3.0
1241,39,305,5.0
1242,39,254,4.0
1243,39,322,4.0
1244,39,362,3.0
1245,39,386,2.0
1246,39,218,5.0
1247,39,36,5.0
1248,39,269,3.0
1249,39,371,4.0
1250,39,208,3.0
1251,39,319,2.0
1252,39,360,4.0
1253,39,220,4.0
1254,39,360,3.0
1255,39,356,4.0
1256,39,110,4.0
1257,39,408,4.0
1258,39,340,3.0
1259,40,24,5.0
1260,40,214,3.0
1261,40,196,2.0
1262,40,62,5.0
1263,40,189,5.0
1264,40,59,5.0
1265,40,332,5.0
1266,40,284,3.0
1267,40,211,3.0
1268,40,103,3.0
1269,40,49,5.0
1270,40,211,2.0
1271,40,371,3.0
1272,40,159,4.0
1273,40,179,3.0
1274,40,215,5.0
1275,40,349,2.0
1276,40,402,4.0
1277,40,257,2.0
1278,40,91,3.0
1279,40,410,5.0
1280,40,86,2.0
1281,40,216,2.0
1282,40,106,4.0
1283,40,82,3.0
1284,40,87,2.0
1285,40,247,3.0
1286,40,178,2.0
1287,40,196,4.0
1288,40,185,4.0
1289,40,192,2.0
1290,40,358,2.0
1291,40,37,4.0
1292,40,298,5.0
1293,40,184,3.0
1294,40,99,3.0
1295,40,174,4.0
1296,40,203,4.0
1297,40,197,5.0
1298,40,37,4.0
1299,40,397,3.0
1300,40,255,2.0
1301,40,333,2.0
1302,40,63,4.0
1303,40,21,4.0
1304,40,252,3.0
1305,40,434,4.0
1306,41,432,5.0
1307,41,148,4.0
1308,41,374,4.0
1309,41,379,4.0
1310,41,193,3.0
1311,41,324,2.0
1312,41,308,4.0
1313,41,391,5.0
1314,41,336,2.0
1315,41,45,4.0
1316,41,427,4.0
1317,41,351,2.0
1318,41,187,2.0
1319,41,67,4.0
1320,41,363,2.0
1321,41,203,2.0
1322,41,162,4.0
1323,41,175,3.0
1324,41,384,2.0
1325,41,88,4.0
1326,41,63,2.0
1327,41,335,5.0
1328,41,396,3.0
1329,41,99,2.0
1330,42,202,3.0
1331,42,185,5.0
1332,42,312,5.0
1333,42,391,5.0
1334,42,267,3.0
1335,42,265,2.0
1336,42,300,2.0
1337,42,48,3.0
1338,42,310,2.0
1339,42,281,4.0
1340,42,180,5.0
1341,42,421,3.0
1342,42,373,3.0
1343,42,239,2.0
1344,42,27,3.0
1345,42,107,5.0
1346,42,84,2.0
1347,42,341,2.0
1348,42,102,5.0
1349,42,377,2.0
1350,42,103,4.0
1351,42,324,2.0
1352,42,306,5.0
1353,42,310,3.0
1354,42,44,4.0
1355,42,274,5.0
1356,42,343,4.0
1357,42,298,2.0
1358,42,386,2.0
1359,42,423,3.0
